id seccion,nombre seccion,id circuito,nombre circuito,escuela original,mesas,desde,hasta,electores,escuela,direccion,ciudad,provincia,pais,para geo,,,,,
20,SAN JUSTO,298,LAS VARILLAS,ESC BARTOLOME MITRE - SGTO CABRAL 521,10,7392,7401,3400,ESC BARTOLOME MITRE,SGTO CABRAL 521,LAS VARILLAS,Córdoba,Argentina,"SGTO CABRAL 521, LAS VARILLAS, Córdoba, Argentina",,,,No Match,Google
18,SAN ALBERTO,262,MINA CLAVERO,ESC GRAL JOSE DE SAN MARTIN - MINA CLAVERO,10,6912,6921,3398,ESC GRAL JOSE DE SAN MARTIN,MINA CLAVERO,MINA CLAVERO,Córdoba,Argentina,"MINA CLAVERO, MINA CLAVERO, Córdoba, Argentina","-31,7282783","-65,0055595","Mina Clavero, Cordoba, Argentina",Match,Google
1,CAPITAL,6D,JUNIORS,ESC GABRIELA MISTRAL - LEONOR DE TEJEDA 1353,10,617,626,3390,ESC GABRIELA MISTRAL,LEONOR DE TEJEDA 1353,Córdoba,Córdoba,Argentina,"LEONOR DE TEJEDA 1353, Córdoba, Córdoba, Argentina","-31,4185004","-64,1651695","Da. Leonor de Tejeda 1353, X5004NXI Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13C,GENERAL BUSTOS,COLEGIO HORTUS CONCLUSUS - GIANELLI   B°GRAL BUSTOS 500,10,2599,2608,3390,COLEGIO HORTUS CONCLUSUS,GIANELLI   B°GRAL BUSTOS 500,Córdoba,Córdoba,Argentina,"GIANELLI   B°GRAL BUSTOS 500, Córdoba, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,17,EMBALSE,ESCUELA B. ROLDAN - TUCUMAN 121,10,3274,3283,3390,ESCUELA B. ROLDAN,TUCUMAN 121,EMBALSE,Córdoba,Argentina,"TUCUMAN 121, EMBALSE, Córdoba, Argentina","-32,1816729","-64,4086551","Tucumán, Embalse, Córdoba, Argentina",Partial Match,Google
14,RIO PRIMERO,211,MONTE CRISTO,INST PQUIAL MONTE CRISTO - ROQUE SAENZ PEÑA 380,10,6386,6395,3383,INST PQUIAL MONTE CRISTO,ROQUE SAENZ PEÑA 380,MONTE CRISTO,Córdoba,Argentina,"ROQUE SAENZ PEÑA 380, MONTE CRISTO, Córdoba, Argentina","-31,3445593","-63,9528986","Roque Sáenz Peña 380, Centro, X5125BRQ Monte Cristo, Córdoba, Argentina",Match,Google
1,CAPITAL,10H,PARQUE CAPITAL,ESC GDOR EMILIO OLMOS - AV FUERZA AEREA,10,1469,1478,3380,ESC GDOR EMILIO OLMOS,AV FUERZA AEREA,Córdoba,Córdoba,Argentina,"AV FUERZA AEREA, Córdoba, Córdoba, Argentina","-31,4328311","-64,2504644","Av. Fuerza Aerea Argentina, Córdoba, Argentina",Partial Match,Google
16,RIO SEGUNDO,237,LUQUE,ESC GRAL JOSE DE SAN MARTIN - LUQUE,10,6579,6588,3380,ESC GRAL JOSE DE SAN MARTIN,LUQUE,LUQUE,Córdoba,Argentina,"LUQUE, LUQUE, Córdoba, Argentina","-31,6476686","-63,3444408","Luque, Córdoba, Argentina",Match,Google
1,CAPITAL,7D,COFICO,ESC. GARCIA FAURE - JERONIMO LUIS DE CABRERA 834,10,777,786,3370,ESC. GARCIA FAURE,JERONIMO LUIS DE CABRERA 834,Córdoba,Córdoba,Argentina,"JERONIMO LUIS DE CABRERA 834, Córdoba, Córdoba, Argentina","-31,3961672","-64,1878772","Jerónimo Luis de Cabrera 834, X5000GVR Córdoba, Argentina",Match,Google
1,CAPITAL,14G,LOS BOULEVARES,ESC. F. LELOIR - LOS POLACOS 6072,10,3085,3094,3370,ESC. F. LELOIR,LOS POLACOS 6072,Córdoba,Córdoba,Argentina,"LOS POLACOS 6072, Córdoba, Córdoba, Argentina","-31,3434952","-64,2328079","Blvd. De los Polacos 6072, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,282,BRINKMANN,ESC 25 DE MAYO - 25 DE MAYO 975,10,7244,7253,3370,ESC 25 DE MAYO,25 DE MAYO 975,BRINKMANN,Córdoba,Argentina,"25 DE MAYO 975, BRINKMANN, Córdoba, Argentina","-30,8662183","-62,0386597","25 De Mayo 975, Brinkmann, CORDOBA, Argentina",Match,Google
13,RIO CUARTO,183,VICUÑA MACKENNA,INST JUAN PASCUAL PRINGLES - AV CARLOS S YDE 684,10,5945,5954,3359,INST JUAN PASCUAL PRINGLES,AV CARLOS S YDE 684,VICUÑA MACKENNA,Córdoba,Argentina,"AV CARLOS S YDE 684, VICUÑA MACKENNA, Córdoba, Argentina","-33,9180792","-64,3905288","Av. Carlos San Yde 684, Vicuña Mackenna, Córdoba, Argentina",Match,Google
26,UNION,378,CANALS,ESC PROV J HERNANDEZ - CANALS,10,8481,8490,3359,ESC PROV J HERNANDEZ,CANALS,CANALS,Córdoba,Argentina,"CANALS, CANALS, Córdoba, Argentina","-33,5615274","-62,8856108","Canals, Córdoba, Argentina",Partial Match,Google
18,SAN ALBERTO,265A,VILLA SARMIENTO,ESC CNEL AGUSTIN A OLMEDO - LIBERTAD 270,10,6973,6982,3354,ESC CNEL AGUSTIN A OLMEDO,LIBERTAD 270,VILLA SARMIENTO,Córdoba,Argentina,"LIBERTAD 270, VILLA SARMIENTO, Córdoba, Argentina","-31,9341669","-65,1934509","Libertad, Villa Sarmiento, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,152,HUERTA GRANDE,I.P.E.M N° 200 - ARRABARRENA ESQ PROV UNIDAS S/N,10,5344,5353,3350,I.P.E.M N° 200,ARRABARRENA ESQ PROV UNIDAS S/N,HUERTA GRANDE,Córdoba,Argentina,"ARRABARRENA ESQ PROV UNIDAS S/N, HUERTA GRANDE, Córdoba, Argentina","-31,073567","-64,4935778","Cap. Mario Arruabarrena & Pcia Unidas, Huerta Grande, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,183,VICUÑA MACKENNA,ESC GRAL NAPOLEON URIBURU - GENERAL SAN MARTIN 318,10,5963,5972,3350,ESC GRAL NAPOLEON URIBURU,GENERAL SAN MARTIN 318,VICUÑA MACKENNA,Córdoba,Argentina,"GENERAL SAN MARTIN 318, VICUÑA MACKENNA, Córdoba, Argentina","-33,9153994","-64,3935662","Libertador Gral. San Martín 318, X6140CLH Vicuña Mackenna, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9B,LAS MARGARITAS,ESC MIGUEL RODRIGUEZ DE LA TOR - LA GRANJA 3199,10,1042,1051,3333,ESC MIGUEL RODRIGUEZ DE LA TOR,LA GRANJA 3199,Córdoba,Córdoba,Argentina,"LA GRANJA 3199, Córdoba, Córdoba, Argentina","-31,3715722","-64,2205393","La Granja 3199, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5A,COLONIA LOLA,ELENA LOPEZ LALLANA - AGUSTIN GARZON 5600,10,369,378,3324,ELENA LOPEZ LALLANA,AGUSTIN GARZON 5600,Córdoba,Córdoba,Argentina,"AGUSTIN GARZON 5600, Córdoba, Córdoba, Argentina","-31,4273333","-64,114635","Agustín Garzón 5600, X5006AZN Córdoba, Argentina",Match,Google
1,CAPITAL,14E,CERRO NORTE,ESC NIÑAS DE AYOHUMA - VALERIO BETA 7300,10,3032,3041,3323,ESC NIÑAS DE AYOHUMA,VALERIO BETA 7300,Córdoba,Córdoba,Argentina,"VALERIO BETA 7300, Córdoba, Córdoba, Argentina","-31,3256003","-64,2623309","Valerio Beta 7300, Córdoba, Argentina",Match,Google
21,SANTA MARIA,323,DESPEÑADEROS,INSTITUTO PRIVADO PIO XII - PADRE BUTELER 229,10,7866,7875,3310,INSTITUTO PRIVADO PIO XII,PADRE BUTELER 229,DESPEÑADEROS,Córdoba,Argentina,"PADRE BUTELER 229, DESPEÑADEROS, Córdoba, Argentina","-31,8192454","-64,2861158","Padre Buteler, Despeñaderos, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,285,DEVOTO,ESC CARLOS J FLORIT - DEVOTO,10,7270,7279,3301,ESC CARLOS J FLORIT,DEVOTO,DEVOTO,Córdoba,Argentina,"DEVOTO, DEVOTO, Córdoba, Argentina","-31,4017252","-62,3049468","Rivadavia, Córdoba, Argentina",Match,Google
1,CAPITAL,9,ESCOBAR,INST ESCUTI - NAZARET  3399,10,1003,1012,3284,INST ESCUTI,NAZARET  3399,Córdoba,Córdoba,Argentina,"NAZARET  3399, Córdoba, Córdoba, Argentina","-31,3902179","-64,2303807","Nazaret 3399, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,88,TIO PUJIO,ESC.R.DE ESCALADA - TIO PUJIO,12,4382,4393,3192,ESC.R.DE ESCALADA,TIO PUJIO,TIO PUJIO,Córdoba,Argentina,"TIO PUJIO, TIO PUJIO, Córdoba, Argentina","-32,2864719","-63,3533481","Tío Pujio, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC VICENTE FORESTIERI - ANIZACATE/CALLE 49,9,1643,1651,3123,ESC VICENTE FORESTIERI,ANIZACATE/CALLE 49,Córdoba,Córdoba,Argentina,"ANIZACATE/CALLE 49, Córdoba, Córdoba, Argentina","-31,3738056","-64,1854051","Anizacate, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13J,VILLA AZALAIS,ESC GDOR H DEL CASTILLO - GELLY Y OBES   VILLA AZALAIS 3110,9,2791,2799,3123,ESC GDOR H DEL CASTILLO,GELLY Y OBES   VILLA AZALAIS 3110,Córdoba,Córdoba,Argentina,"GELLY Y OBES   VILLA AZALAIS 3110, Córdoba, Córdoba, Argentina","-31,3779243","-64,1544491","Av. Dr. Arturo Capdevila 1250, X5012CJT Córdoba, Argentina",Match,Google
3,COLON,28A,CALERA CENTRAL,CENTRO EDUCATIVO GRAL SAN MART - CALERA CENTRAL,9,3501,3509,3123,CENTRO EDUCATIVO GRAL SAN MART,CALERA CENTRAL,CALERA CENTRAL,Córdoba,Argentina,"CALERA CENTRAL, CALERA CENTRAL, Córdoba, Argentina","-31,3582176","-64,33246","Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
3,COLON,40,UNQUILLO,INST.NTA.SRA.DE LAS MERCEDES - AZOPARDO 200,9,3862,3870,3123,INST.NTA.SRA.DE LAS MERCEDES,AZOPARDO 200,UNQUILLO,Córdoba,Argentina,"AZOPARDO 200, UNQUILLO, Córdoba, Argentina","-31,2382413","-64,3130031","Azopardo 200, Unquillo, Córdoba, Argentina",Match,Google
3,COLON,40,UNQUILLO,ESC.PROV. D.V.SARSFIELD - SARMIENTO Y VELEZ SARSFIELD,9,3871,3879,3123,ESC.PROV. D.V.SARSFIELD,SARMIENTO Y VELEZ SARSFIELD,UNQUILLO,Córdoba,Argentina,"SARMIENTO Y VELEZ SARSFIELD, UNQUILLO, Córdoba, Argentina","-31,2307902","-64,3046939","Sarmiento & Vélez Sársfield, Unquillo, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,DICHIARA-EX ESC.GRAL S.MARTIN - BOLIVAR Y ALBERDI,9,6125,6133,3123,DICHIARA-EX ESC.GRAL S.MARTIN,BOLIVAR Y ALBERDI,RIO CUARTO,Córdoba,Argentina,"BOLIVAR Y ALBERDI, RIO CUARTO, Córdoba, Argentina","-33,1273274","-64,3463801","Alberdi & Bolívar, X5800 Río Cuarto, Córdoba, Argentina",Match,Google
3,COLON,40,UNQUILLO,I.P.E.M. N° 23 - SPILIMBERGO 869,9,3880,3888,3122,I.P.E.M. N° 23,SPILIMBERGO 869,UNQUILLO,Córdoba,Argentina,"SPILIMBERGO 869, UNQUILLO, Córdoba, Argentina","-31,2319652","-64,3149459","Av. Lino E. Spilimbergo 869, X5109AUO Unquillo, Córdoba, Argentina",Partial Match,Google
3,COLON,28A,CALERA CENTRAL,EX ANEXO MARGARITA W DE PAZ - AVELLANEDA 684,9,3510,3518,3115,EX ANEXO MARGARITA W DE PAZ,AVELLANEDA 684,CALERA CENTRAL,Córdoba,Argentina,"AVELLANEDA 684, CALERA CENTRAL, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,COL SAN FCO DE ASIS - JUAN JOSE PASO 1650,9,7613,7621,3115,COL SAN FCO DE ASIS,JUAN JOSE PASO 1650,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,"JUAN JOSE PASO 1650, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,10G,OBSERVATORIO,EE UU DE NORTEAMERICA - LA PAMPA 550,9,1434,1442,3114,EE UU DE NORTEAMERICA,LA PAMPA 550,Córdoba,Córdoba,Argentina,"LA PAMPA 550, Córdoba, Córdoba, Argentina","-31,4175012","-64,2052993","La Pampa 550, Córdoba, Argentina",Match,Google
1,CAPITAL,11A,ALTO ALBERDI,ESC SAN LUIS GONZAGA - SANTA ROSA 2037,9,1727,1735,3114,ESC SAN LUIS GONZAGA,SANTA ROSA 2037,Córdoba,Córdoba,Argentina,"SANTA ROSA 2037, Córdoba, Córdoba, Argentina","-31,4047635","-64,2091534","Sta Rosa 2037, X5003CEI Córdoba, Argentina",Match,Google
1,CAPITAL,12H,LOS CERVECEROS,ESC MADRE TERESA DE CALCUTA - PALAMARA 2900,9,2449,2457,3114,ESC MADRE TERESA DE CALCUTA,PALAMARA 2900,Córdoba,Córdoba,Argentina,"PALAMARA 2900, Córdoba, Córdoba, Argentina","-31,464387","-64,1567732","Onofrio Palamara 2900, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12H,LOS CERVECEROS,ESC RAUL A FERREYRA - PUBLICA S/N,9,2458,2466,3114,ESC RAUL A FERREYRA,PUBLICA S/N,Córdoba,Córdoba,Argentina,"PUBLICA S/N, Córdoba, Córdoba, Argentina","-31,4621126","-64,1571841","Calle Publica, Córdoba, Argentina",Partial Match,Google
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,ESCUELA RECONQUISTA - VILLA DEL ROSARIO,9,6752,6760,3114,ESCUELA RECONQUISTA,VILLA DEL ROSARIO,VILLA DEL ROSARIO,Córdoba,Argentina,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina","-31,5562575","-63,5356054","Villa del Rosario, Cordoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,248,LABOULAYE,I.P.E.M. 278-M.ARGENTINAS - AV INDEPENDENCIA 475,9,6791,6799,3114,I.P.E.M. 278-M.ARGENTINAS,AV INDEPENDENCIA 475,LABOULAYE,Córdoba,Argentina,"AV INDEPENDENCIA 475, LABOULAYE, Córdoba, Argentina","-34,1328915","-63,3912558","Av. Independencia 475, Laboulaye, Córdoba, Argentina",Match,Google
20,SAN JUSTO,279,ARROYITO,ESC JOSE MARIA PAZ - RIVADAVIA 473,9,7170,7178,3114,ESC JOSE MARIA PAZ,RIVADAVIA 473,ARROYITO,Córdoba,Argentina,"RIVADAVIA 473, ARROYITO, Córdoba, Argentina","-31,4193435","-63,0502619","Rivadavia 473, Arroyito, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA RAFAEL NUÑEZ - PARAGUAY 1776,9,7577,7585,3114,ESCUELA RAFAEL NUÑEZ,PARAGUAY 1776,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,"PARAGUAY 1776, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13F,NUEVA ITALIA,ESC MODELO RACING - TREDENTINA 2160,9,2621,2629,3110,ESC MODELO RACING,TREDENTINA 2160,Córdoba,Córdoba,Argentina,"TREDENTINA 2160, Córdoba, Córdoba, Argentina","-31,3885134","-64,14332","Tridentina 2160, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,INST. SUP. JOSE MANUEL ESTRADA - SANTA FE 665,9,4960,4968,3106,INST. SUP. JOSE MANUEL ESTRADA,SANTA FE 665,CORRAL DE BUSTOS,Córdoba,Argentina,"SANTA FE 665, CORRAL DE BUSTOS, Córdoba, Argentina","-33,2834411","-62,1877884","Av. Sta. Fe, Corral de Bustos, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,4,NUEVA CORDOBA,ESC GDOR ALVAREZ - C ARENAL 699,9,160,168,3105,ESC GDOR ALVAREZ,C ARENAL 699,Córdoba,Córdoba,Argentina,"C ARENAL 699, Córdoba, Córdoba, Argentina","-31,4343488","-64,1786462","Av. Concepción Arenal 699, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC. MARIA EVA DUARTE - CALLE PUBLICA S/N (CNO 60 CUAD KM3),9,2334,2342,3105,ESC. MARIA EVA DUARTE,CALLE PUBLICA S/N (CNO 60 CUAD KM3),Córdoba,Córdoba,Argentina,"CALLE PUBLICA S/N (CNO 60 CUAD KM3), Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13N,YOFRE,ESC MATEO J LUQUE - JACINTO DE ALTOLAGUIRRE 2089,9,2884,2892,3105,ESC MATEO J LUQUE,JACINTO DE ALTOLAGUIRRE 2089,Córdoba,Córdoba,Argentina,"JACINTO DE ALTOLAGUIRRE 2089, Córdoba, Córdoba, Argentina","-31,384549","-64,1341978","Jacinto de Altolaguirre 2089, X5012KKG Córdoba, Argentina",Match,Google
1,CAPITAL,14A,ARGUELLO NORTE,ESC HUGO LEONELLI - ALBERTO FAGE/JULIO BEJANELE,9,2943,2951,3105,ESC HUGO LEONELLI,ALBERTO FAGE/JULIO BEJANELE,Córdoba,Córdoba,Argentina,"ALBERTO FAGE/JULIO BEJANELE, Córdoba, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC.GRAL J. DE SAN MARTIN - VILLA GRAL.BELGRANO,9,3307,3315,3105,ESC.GRAL J. DE SAN MARTIN,VILLA GRAL.BELGRANO,VILLA GENERAL BELGRANO,Córdoba,Argentina,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina","-31,9776652","-64,5594102","Villa General Belgrano, Cordoba, Argentina",Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.PROV.GRAL SAN MARTIN - DEAN FUNES,9,4669,4677,3105,ESC.PROV.GRAL SAN MARTIN,DEAN FUNES,DEAN FUNES,Córdoba,Argentina,"DEAN FUNES, DEAN FUNES, Córdoba, Argentina","-30,4240924","-64,349403","Deán Funes, Cordoba, Argentina",Match,Google
13,RIO CUARTO,162,ALCIRA,ESC PERITO FRANCISCO MORENO - DEAN FUNES Y HEROES ANONIMOS S/N,9,5739,5747,3105,ESC PERITO FRANCISCO MORENO,DEAN FUNES Y HEROES ANONIMOS S/N,ALCIRA,Córdoba,Argentina,"DEAN FUNES Y HEROES ANONIMOS S/N, ALCIRA, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,279,ARROYITO,CERVELLON/NTRA S DE LA MERCED - 9 DE JULIO 465,9,7208,7216,3105,CERVELLON/NTRA S DE LA MERCED,9 DE JULIO 465,ARROYITO,Córdoba,Argentina,"9 DE JULIO 465, ARROYITO, Córdoba, Argentina","-31,419227","-63,049049","9 de Julio, Arroyito, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,314,TRANSITO,ESC PROV R GUTIERREZ - TRANSITO,9,7672,7680,3105,ESC PROV R GUTIERREZ,TRANSITO,TRANSITO,Córdoba,Argentina,"TRANSITO, TRANSITO, Córdoba, Argentina","-31,4247963","-63,202387","Córdoba, Transito, Córdoba, Argentina",Partial Match,Google
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA SAN MARTIN - URUGUAY 200,9,7736,7744,3105,ESCUELA SAN MARTIN,URUGUAY 200,ALTA GRACIA,Córdoba,Argentina,"URUGUAY 200, ALTA GRACIA, Córdoba, Argentina","-31,6537217","-64,4322912","Uruguay 200, X5186EWD Alta Gracia, Córdoba, Argentina",Match,Google
1,CAPITAL,4B,VILLA REVOL,ESC ING MASJOAN - P.L.DE CABRERA ESQ.TANTI B°V. REVOL,9,265,273,3096,ESC ING MASJOAN,P.L.DE CABRERA ESQ.TANTI B°V. REVOL,Córdoba,Córdoba,Argentina,"P.L.DE CABRERA ESQ.TANTI B°V. REVOL, Córdoba, Córdoba, Argentina","-31,4478252","-64,1714704","Tanti & Pedro Luis Cabrera, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7B,ALTA CORDOBA,INST MANUEL LUCERO - LAVALLEJA 2257,9,748,756,3096,INST MANUEL LUCERO,LAVALLEJA 2257,Córdoba,Córdoba,Argentina,"LAVALLEJA 2257, Córdoba, Córdoba, Argentina","-32,1732917","-64,1507887","Lavalleja 2257, Río Tercero, Córdoba, Argentina",Match,Google
1,CAPITAL,7F,JORGE NEWBERY,ESC NACIONES UNIDAS - CTDA 8 s/n,9,845,853,3096,ESC NACIONES UNIDAS,CTDA 8 s/n,Córdoba,Córdoba,Argentina,"CTDA 8 s/n, Córdoba, Córdoba, Argentina","-31,4200321","-64,1845239","Buenos Aires 324, X5022 Dean Funes, Córdoba, Argentina",Partial Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.A.M.SOBRAL - SANTIAGO DEL ESTERO Y LAS HERAS,9,4709,4717,3096,ESC.A.M.SOBRAL,SANTIAGO DEL ESTERO Y LAS HERAS,DEAN FUNES,Córdoba,Argentina,"SANTIAGO DEL ESTERO Y LAS HERAS, DEAN FUNES, Córdoba, Argentina","-30,4293292","-64,3422334","Santiago del Estero & Las Heras, Dean Funes, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA JOSE MARIA PAZ - LOS ANDES 80,9,7788,7796,3096,ESCUELA JOSE MARIA PAZ,LOS ANDES 80,ALTA GRACIA,Córdoba,Argentina,"LOS ANDES 80, ALTA GRACIA, Córdoba, Argentina","-31,6576665","-64,4179898","Int. Luis Héctor Peralta 80, Alta Gracia, Córdoba, Argentina",Match,Google
19,SAN JAVIER,268,DOLORES,INST PBRO J V BRIZUELA - SARMIENTO 270,9,7009,7017,3090,INST PBRO J V BRIZUELA,SARMIENTO 270,DOLORES,Córdoba,Argentina,"SARMIENTO 270, DOLORES, Córdoba, Argentina","-30,9235147","-64,5260725","Sarmiento, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC E MOLINARI ROMERO - PAMPAYASTA Y RUMIPAL,9,2358,2366,3087,ESC MUNIC E MOLINARI ROMERO,PAMPAYASTA Y RUMIPAL,Córdoba,Córdoba,Argentina,"PAMPAYASTA Y RUMIPAL, Córdoba, Córdoba, Argentina","-31,4497284","-64,1620726","Pampayasta & Rumipal, Córdoba, Argentina",Match,Google
12,PUNILLA,150,COSQUIN,IPEM N°60 M MORENO(EX IPET 13) - PALEMON CARRANZA 1085,9,5286,5294,3087,IPEM N°60 M MORENO(EX IPET 13),PALEMON CARRANZA 1085,COSQUIN,Córdoba,Argentina,"PALEMON CARRANZA 1085, COSQUIN, Córdoba, Argentina","-31,2574068","-64,4696531","Palemon Carranza, Cosquín, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,158,TANTI,IPEM N°84 J VOCOS LESCANO - SAN FRANCISCO LA ESTANCIA 33,9,5663,5671,3087,IPEM N°84 J VOCOS LESCANO,SAN FRANCISCO LA ESTANCIA 33,TANTI,Córdoba,Argentina,"SAN FRANCISCO LA ESTANCIA 33, TANTI, Córdoba, Argentina",,,,No Match,Google
19,SAN JAVIER,268,DOLORES,COLEGIO SAGRADO CORAZON - HORMAECHE 375,9,7055,7063,3087,COLEGIO SAGRADO CORAZON,HORMAECHE 375,DOLORES,Córdoba,Argentina,"HORMAECHE 375, DOLORES, Córdoba, Argentina",,,,No Match,Google
19,SAN JAVIER,268,DOLORES,ESC DOLORES AGUIRRE DE FUNES - PEDRO C MOLINA S/N,9,7072,7080,3087,ESC DOLORES AGUIRRE DE FUNES,PEDRO C MOLINA S/N,DOLORES,Córdoba,Argentina,"PEDRO C MOLINA S/N, DOLORES, Córdoba, Argentina","-31,9499581","-65,195363","Pedro C. Molina, Villa Dolores, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12A,CARCANO,ESC.PROF.M.LUCIANI - CARCANO 4400,9,2167,2175,3084,ESC.PROF.M.LUCIANI,CARCANO 4400,Córdoba,Córdoba,Argentina,"CARCANO 4400, Córdoba, Córdoba, Argentina","-31,4639903","-64,5135095","Av. R. J. Cárcano 4400, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,150,COSQUIN,ESC ESP DR J REYES CONTRERAS - MONS DE ANDREA S/N,9,5324,5332,3080,ESC ESP DR J REYES CONTRERAS,MONS DE ANDREA S/N,COSQUIN,Córdoba,Argentina,"MONS DE ANDREA S/N, COSQUIN, Córdoba, Argentina",,,,No Match,Google
9,MARCOS JUAREZ,120,ARIAS,ESC.PROV.SGTO.CABRAL - INTENDENTE MELQUIOT 922,9,4928,4936,3079,ESC.PROV.SGTO.CABRAL,INTENDENTE MELQUIOT 922,ARIAS,Córdoba,Argentina,"INTENDENTE MELQUIOT 922, ARIAS, Córdoba, Argentina","-33,642983","-62,4004491","Intendente Melquiot, Arias, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9D,POETA LUGONES,IPEM 198 MARTIN FERREYRA - CAMAÑO BAZAN E/CARLES Y A.GRIMAU,9,1111,1119,3078,IPEM 198 MARTIN FERREYRA,CAMAÑO BAZAN E/CARLES Y A.GRIMAU,Córdoba,Córdoba,Argentina,"CAMAÑO BAZAN E/CARLES Y A.GRIMAU, Córdoba, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,184,MOLDES,ESC FRAY MARCOS DONATTI - MOLDES,9,5973,5981,3078,ESC FRAY MARCOS DONATTI,MOLDES,MOLDES,Córdoba,Argentina,"MOLDES, MOLDES, Córdoba, Argentina","-33,911695","-64,390264","X6140CEI, Julio Argentino Roca 480, X6140CEI Vicuña Mackenna, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,257,SERRANO,INS SAN ALBERTO Y SAN ENRIQUE - SERRANO,9,6873,6881,3072,INS SAN ALBERTO Y SAN ENRIQUE,SERRANO,SERRANO,Córdoba,Argentina,"SERRANO, SERRANO, Córdoba, Argentina","-34,470864","-63,5402159","Serrano, Córdoba, Argentina",Match,Google
1,CAPITAL,5D,MALDONADO,ESC MARTIN DE GÜEMES - OBPO CASTELLANOS 256,9,444,452,3069,ESC MARTIN DE GÜEMES,OBPO CASTELLANOS 256,Córdoba,Córdoba,Argentina,"OBPO CASTELLANOS 256, Córdoba, Córdoba, Argentina","-31,4129001","-64,1389531","Obispo Castellano 256, X5006JHF Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5D,MALDONADO,BAC TEC DR F ESCARDO - CAMPO LA RIBERA,9,453,461,3068,BAC TEC DR F ESCARDO,CAMPO LA RIBERA,Córdoba,Córdoba,Argentina,"CAMPO LA RIBERA, Córdoba, Córdoba, Argentina","-31,4085553","-64,1331233","Sta Fe 49, X5022ABB Córdoba, Argentina",Match,Google
1,CAPITAL,5D,MALDONADO,"IPEM 184-M.FRAGUEIRO - OB.CASTELLANO,S.VICENTE 955",9,462,470,3060,IPEM 184-M.FRAGUEIRO,OB.CASTELLANO,Córdoba,Córdoba,Argentina,"OB.CASTELLANO, Córdoba, Córdoba, Argentina","-31,421719","-64,13918","Ob Castellanos 1020, C�rdoba, CORDOBA, Argentina",Match,Google
8,JUAREZ CELMAN,106,CABRERA,INST. G.L.DE CABRERA - CABRERA,9,4766,4774,3060,INST. G.L.DE CABRERA,CABRERA,CABRERA,Córdoba,Argentina,"CABRERA, CABRERA, Córdoba, Argentina","-32,8109998","-63,8707607","Gral. Cabrera, Córdoba, Argentina",Match,Google
