id seccion,nombre seccion,id circuito,nombre circuito,escuela original,mesas,desde,hasta,electores,escuela,direccion,ciudad,provincia,pais,para geo,,,,,
12,PUNILLA,154,LA FALDA,ESC JOSE MARIA PAZ - HIPOLITO YRIGOYEN 431,7,5391,5397,2408,ESC JOSE MARIA PAZ,HIPOLITO YRIGOYEN 431,LA FALDA,Córdoba,Argentina,"HIPOLITO YRIGOYEN 431, LA FALDA, Córdoba, Argentina","-31,1039357","-64,4802877","Hipólito Yrigoyen 431, La Falda, Córdoba, Argentina",Match,Google
5,GENERAL ROCA,61,HUINCA RENANCO,COLEGIO NAC. L.V.MANSILLA - SAN MARTIN 650,7,4262,4268,2405,COLEGIO NAC. L.V.MANSILLA,SAN MARTIN 650,HUINCA RENANCO,Córdoba,Argentina,"SAN MARTIN 650, HUINCA RENANCO, Córdoba, Argentina","-34,8435163","-64,3713258","San Martin, Huinca Renanco, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,305,PORTEÑA,ESC PROV 9 DE JULIO - PORTEÑA,7,7479,7485,2403,ESC PROV 9 DE JULIO,PORTEÑA,PORTEÑA,Córdoba,Argentina,"PORTEÑA, PORTEÑA, Córdoba, Argentina","-31,0139185","-62,0619979","Porteña, Córdoba, Argentina",Match,Google
1,CAPITAL,1,SECCIONAL PRIMERA,CENTRO EDUC.NIVEL MEDIO ADULTO - DEAN FUNES 417,7,1,7,2401,CENTRO EDUC.NIVEL MEDIO ADULTO,DEAN FUNES 417,Córdoba,Córdoba,Argentina,"DEAN FUNES 417, Córdoba, Córdoba, Argentina","-31,4143991","-64,1897432","Deán Funes 417, X5000AAI Córdoba, Argentina",Match,Google
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC E BAQUERO LASCANO - HUMBERTO 1° ESQ IROS VILLA URQUIZA,7,2093,2099,2401,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS VILLA URQUIZA,Córdoba,Córdoba,Argentina,"HUMBERTO 1° ESQ IROS VILLA URQUIZA, Córdoba, Córdoba, Argentina","-31,3924825","-64,2402108","Humberto 1° & Domingo Iros, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC JUAN B JUSTO - IGUALDAD 4100,7,2100,2106,2401,ESC MUNIC JUAN B JUSTO,IGUALDAD 4100,Córdoba,Córdoba,Argentina,"IGUALDAD 4100, Córdoba, Córdoba, Argentina","-31,3935555","-64,2317739","Igualdad 4100, Córdoba, Argentina",Match,Google
1,CAPITAL,11K,VILLA GRAL URQUIZA,COL MADRE PAULA MONTAL - HUMBTO PRIMO Y FALUCHO,7,2107,2113,2401,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Córdoba,Córdoba,Argentina,"HUMBTO PRIMO Y FALUCHO, Córdoba, Córdoba, Argentina","-31,4264723","-63,0478609","Falucho & Humberto Primo, Arroyito, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC BRIG JUAN I DE S MAR - BRAGADO/TRENQUE LAUQUEN,7,2367,2373,2401,ESC MUNIC BRIG JUAN I DE S MAR,BRAGADO/TRENQUE LAUQUEN,Córdoba,Córdoba,Argentina,"BRAGADO/TRENQUE LAUQUEN, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,COL.JOVENES ARGENTINOS - BOTAFOGO J.ESPINOSA 3448,7,2393,2399,2401,COL.JOVENES ARGENTINOS,BOTAFOGO J.ESPINOSA 3448,Córdoba,Córdoba,Argentina,"BOTAFOGO J.ESPINOSA 3448, Córdoba, Córdoba, Argentina",,,,No Match,Google
12,PUNILLA,154,LA FALDA,ESC NICOLAS AVELLANEDA - PROGRESO 399,7,5419,5425,2401,ESC NICOLAS AVELLANEDA,PROGRESO 399,LA FALDA,Córdoba,Argentina,"PROGRESO 399, LA FALDA, Córdoba, Argentina","-31,0898529","-64,493325","Progreso 399, La Falda, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,268,DOLORES,ESC MANUEL BELGRANO - AV BELGRANO 1399,7,7048,7054,2401,ESC MANUEL BELGRANO,AV BELGRANO 1399,DOLORES,Córdoba,Argentina,"AV BELGRANO 1399, DOLORES, Córdoba, Argentina","-31,947996","-65,1716335","Belgrano 1399, Villa Dolores, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,189,SAMPACHO,INSTITUTO LA CONSOLATA - HIPOLITO IRIGOYEN 482,7,6301,6307,2395,INSTITUTO LA CONSOLATA,HIPOLITO IRIGOYEN 482,SAMPACHO,Córdoba,Argentina,"HIPOLITO IRIGOYEN 482, SAMPACHO, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,12B,COLON,ESC BARTOLOME HIDALGO - TEJEDOR 1958,7,2214,2220,2394,ESC BARTOLOME HIDALGO,TEJEDOR 1958,Córdoba,Córdoba,Argentina,"TEJEDOR 1958, Córdoba, Córdoba, Argentina","-31,4312181","-64,1551976","Carlos Tejedor 1958, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,ESCUELA ADVENTISTA HECTOR RHYS - TANINGA 3152,7,2410,2416,2394,ESCUELA ADVENTISTA HECTOR RHYS,TANINGA 3152,Córdoba,Córdoba,Argentina,"TANINGA 3152, Córdoba, Córdoba, Argentina","-31,4486701","-64,1668438","Taninga 3152, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14L,VILLA BELGRANO,ESC   RICARDO PALMA - D ALEMBERT Y GAUSS,7,3168,3174,2394,ESC   RICARDO PALMA,D ALEMBERT Y GAUSS,Córdoba,Córdoba,Argentina,"D ALEMBERT Y GAUSS, Córdoba, Córdoba, Argentina","-31,3609391","-64,2526777","Carlos Federico Gauss & Juan Dalembert, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,133,MARCOS JUAREZ,ESCUELA BARTOLOME MITRE - HIPOLITO YRIGOYEN,7,5131,5137,2394,ESCUELA BARTOLOME MITRE,HIPOLITO YRIGOYEN,MARCOS JUAREZ,Córdoba,Argentina,"HIPOLITO YRIGOYEN, MARCOS JUAREZ, Córdoba, Argentina","-32,6941697","-62,1049766","Blvd. H. Yrigoyen, X2580 Marcos Juárez, Córdoba, Argentina",Match,Google
13,RIO CUARTO,189,SAMPACHO,ESC SAN MARTIN - SAMPACHO,7,6308,6314,2394,ESC SAN MARTIN,SAMPACHO,SAMPACHO,Córdoba,Argentina,"SAMPACHO, SAMPACHO, Córdoba, Argentina","-33,384713","-64,7231018","Sampacho, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,336,ALMAFUERTE,IPEM N° 299-DR S E NAUMCHIK - SANTIAGO DEL ESTERO ESQ.FRAGUEIRO,7,8003,8009,2394,IPEM N° 299-DR S E NAUMCHIK,SANTIAGO DEL ESTERO ESQ.FRAGUEIRO,ALMAFUERTE,Córdoba,Argentina,"SANTIAGO DEL ESTERO ESQ.FRAGUEIRO, ALMAFUERTE, Córdoba, Argentina","-32,1883654","-64,259098","Mariano Fragueiro & Santiago del Estero, Almafuerte, Córdoba, Argentina",Partial Match,Google
17,ROQUE SAENZ PEÑA,252,LEVALLE,ESC GRAL NICOLAS LEVALLE - BERNARDINO ANCE 601,7,6850,6856,2388,ESC GRAL NICOLAS LEVALLE,BERNARDINO ANCE 601,LEVALLE,Córdoba,Argentina,"BERNARDINO ANCE 601, LEVALLE, Córdoba, Argentina","-34,0043814","-63,920886","Bernardino Ance 601, X6132AGI Gral. Levalle, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10J,SANTA ISABEL,ESC MUNIC FERNANDEZ ORDOÑEZ - OLAVARRIA S/N°,7,1560,1566,2387,ESC MUNIC FERNANDEZ ORDOÑEZ,OLAVARRIA S/N°,Córdoba,Córdoba,Argentina,"OLAVARRIA S/N°, Córdoba, Córdoba, Argentina","-31,4303122","-64,2528772","De Olavarría, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10J,SANTA ISABEL,ESC.OSVALDO JORGE LEON - COLORADO ESQ LUAYABA,7,1567,1573,2387,ESC.OSVALDO JORGE LEON,COLORADO ESQ LUAYABA,Córdoba,Córdoba,Argentina,"COLORADO ESQ LUAYABA, Córdoba, Córdoba, Argentina","-31,4809438","-64,2345475","Río Colorado & Luyaba, Córdoba, Argentina",Partial Match,Google
3,COLON,37,RIO CEBALLOS,ESC.CONSTANCIO C. VIGIL - Primero de MAYO 112,7,3825,3831,2387,ESC.CONSTANCIO C. VIGIL,Primero de MAYO 112,RIO CEBALLOS,Córdoba,Argentina,"Primero de MAYO 112, RIO CEBALLOS, Córdoba, Argentina","-31,1640109","-64,3301562","1° De Mayo, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,184,MOLDES,ESC NICOLAS AVELLANEDA - MOLDES,7,5990,5996,2387,ESC NICOLAS AVELLANEDA,MOLDES,MOLDES,Córdoba,Argentina,"MOLDES, MOLDES, Córdoba, Argentina","-33,911695","-64,390264","X6140CEI, Julio Argentino Roca 480, X6140CEI Vicuña Mackenna, Córdoba, Argentina",Match,Google
20,SAN JUSTO,296,LASPIUR,IPEM N°287-L LUGONES - LASPIUR,7,7347,7353,2386,IPEM N°287-L LUGONES,LASPIUR,LASPIUR,Córdoba,Argentina,"LASPIUR, LASPIUR, Córdoba, Argentina","-31,440011","-64,2112463","Saturnino María Laspiur, Córdoba, Argentina",Match,Google
1,CAPITAL,5I,COLINAS DEL SUR,ESC.PTE. JUAN D.PERÓN - MANZANA 47,7,557,563,2383,ESC.PTE. JUAN D.PERÓN,MANZANA 47,Córdoba,Córdoba,Argentina,"MANZANA 47, Córdoba, Córdoba, Argentina","-31,3718051","-64,2644727","Manzana 47, Córdoba, Argentina",Match,Google
20,SAN JUSTO,298,LAS VARILLAS,ESCUELA GRAL PAZ - BUENOS AIRES 460,7,7377,7383,2381,ESCUELA GRAL PAZ,BUENOS AIRES 460,LAS VARILLAS,Córdoba,Argentina,"BUENOS AIRES 460, LAS VARILLAS, Córdoba, Argentina","-31,8644422","-62,7186787","Buenos Aires 460, Las Varillas, Córdoba, Argentina",Partial Match,Google
26,UNION,394,ORDOÑEZ,ESCUELA AMADEO AUCHTER - CALLE 10 N°119,7,8590,8596,2381,ESCUELA AMADEO AUCHTER,CALLE 10 N°119,ORDOÑEZ,Córdoba,Argentina,"CALLE 10 N°119, ORDOÑEZ, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13C,GENERAL BUSTOS,ESC CRISTO REY - CURA BROCHERO 753,7,2579,2585,2380,ESC CRISTO REY,CURA BROCHERO 753,Córdoba,Córdoba,Argentina,"CURA BROCHERO 753, Córdoba, Córdoba, Argentina","-31,3915689","-64,1707032","Cura Gabriel Brochero 753, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.REP.DE BOLIVIA - D.FUNES 1250,7,4648,4654,2380,ESC.REP.DE BOLIVIA,D.FUNES 1250,VILLA NUEVA,Córdoba,Argentina,"D.FUNES 1250, VILLA NUEVA, Córdoba, Argentina","-32,4363767","-63,2496822","Deán Funes 1250, Villa Nueva, Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,106,CABRERA,ESC.FRAY PIO BENTIVOGLIO - MAIPU 962,7,4783,4789,2380,ESC.FRAY PIO BENTIVOGLIO,MAIPU 962,CABRERA,Córdoba,Argentina,"MAIPU 962, CABRERA, Córdoba, Argentina","-32,8082534","-63,8758551","Maipú, Gral. Cabrera, Córdoba, Argentina",Partial Match,Google
14,RIO PRIMERO,220,VILLA SANTA ROSA,INST DEL SANTISIMO ROSARIO - SAN MARTIN 756,7,6450,6456,2380,INST DEL SANTISIMO ROSARIO,SAN MARTIN 756,VILLA SANTA ROSA,Córdoba,Argentina,"SAN MARTIN 756, VILLA SANTA ROSA, Córdoba, Argentina","-31,1530394","-63,4039643","San Martin 756, Villa Santa Rosa, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,235,LAGUNA LARGA,ESC NARCISO LAPRIDA - NARCISO LAPRIDA S/N,7,6554,6560,2380,ESC NARCISO LAPRIDA,NARCISO LAPRIDA S/N,LAGUNA LARGA,Córdoba,Argentina,"NARCISO LAPRIDA S/N, LAGUNA LARGA, Córdoba, Argentina","-31,7755481","-63,7996939","Chubut, Laguna Larga, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316A,ANIZACATE,ESC VICENTE LOPEZ Y PLANES - ANIZACATE,7,7816,7822,2380,ESC VICENTE LOPEZ Y PLANES,ANIZACATE,ANIZACATE,Córdoba,Argentina,"ANIZACATE, ANIZACATE, Córdoba, Argentina","-31,722258","-64,403952","Villa Anisacate, Córdoba, Argentina",Match,Google
12,PUNILLA,152A,VILLA GIARDINO,IPEM N° 339 - LOS COCOS ESQ PEPERINA,7,5354,5360,2377,IPEM N° 339,LOS COCOS ESQ PEPERINA,VILLA GIARDINO,Córdoba,Argentina,"LOS COCOS ESQ PEPERINA, VILLA GIARDINO, Córdoba, Argentina","-31,0530636","-64,4954479","Los Cocos & Peperina, Villa Giardino, Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.E.F.OLMOS - 20 DE SEPTIEMBRE 584,7,4790,4796,2374,ESC.PROV.E.F.OLMOS,20 DE SEPTIEMBRE 584,CABRERA,Córdoba,Argentina,"20 DE SEPTIEMBRE 584, CABRERA, Córdoba, Argentina","-32,8128876","-63,871427","20 de Septiembre, Gral. Cabrera, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7G,PANAMERICANO,ESC GOBERNADOR MANUEL LOPEZ - URQUIZA 4800,7,859,865,2373,ESC GOBERNADOR MANUEL LOPEZ,URQUIZA 4800,Córdoba,Córdoba,Argentina,"URQUIZA 4800, Córdoba, Córdoba, Argentina","-31,3594444","-64,1853568","Justo José de Urquiza 4800, Córdoba, Argentina",Match,Google
1,CAPITAL,9F,SAN MARTIN,ESC J DE SAN MARTIN - CERRITO Y GALAN,7,1165,1171,2373,ESC J DE SAN MARTIN,CERRITO Y GALAN,Córdoba,Córdoba,Argentina,"CERRITO Y GALAN, Córdoba, Córdoba, Argentina","-31,3909146","-64,1936718","Cerrito & José María Galán, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11C,LAS PALMAS,ESC MUNIC JUSTO PAEZ MOLINA - QUEBRACHO HERRADO Y YAVI,7,1805,1811,2373,ESC MUNIC JUSTO PAEZ MOLINA,QUEBRACHO HERRADO Y YAVI,Córdoba,Córdoba,Argentina,"QUEBRACHO HERRADO Y YAVI, Córdoba, Córdoba, Argentina","-31,4018927","-64,2437531","Yavi & Quebracho Herrado, Córdoba, Argentina",Match,Google
1,CAPITAL,12,AVELLANEDA,ESC MUNIC OSCAR SOTO LOPEZ - LOS ALGARROBOS,7,2160,2166,2373,ESC MUNIC OSCAR SOTO LOPEZ,LOS ALGARROBOS,Córdoba,Córdoba,Argentina,"LOS ALGARROBOS, Córdoba, Córdoba, Argentina","-31,3322259","-64,2944187","Los Algarrobos, Córdoba, Argentina",Match,Google
12,PUNILLA,153,LA CUMBRE,ESC JOSEFA MARIA BUSTOS - ALBERDI 277,7,5384,5390,2373,ESC JOSEFA MARIA BUSTOS,ALBERDI 277,LA CUMBRE,Córdoba,Argentina,"ALBERDI 277, LA CUMBRE, Córdoba, Argentina","-30,9822291","-64,4907483","Alberdi 277, Córdoba, Argentina",Partial Match,Google
14,RIO PRIMERO,211,MONTE CRISTO,MARGARITA V LUDUEÑA DE LAZO - SARMIENTO 571,7,6379,6385,2373,MARGARITA V LUDUEÑA DE LAZO,SARMIENTO 571,MONTE CRISTO,Córdoba,Argentina,"SARMIENTO 571, MONTE CRISTO, Córdoba, Argentina","-31,3428945","-63,9398418","Sarmiento, Monte Cristo, Córdoba, Argentina",Partial Match,Google
14,RIO PRIMERO,220,VILLA SANTA ROSA,ESC PBRO JOSE G BROCHERO - SANTA ROSA,7,6457,6463,2373,ESC PBRO JOSE G BROCHERO,SANTA ROSA,VILLA SANTA ROSA,Córdoba,Argentina,"SANTA ROSA, VILLA SANTA ROSA, Córdoba, Argentina","-31,1534602","-63,3994554","Santa Rosa de Río Primero, Cordoba, Argentina",Match,Google
15,RIO SECO,229,VILLA DE MARIA,IPEM 224-LEOPOLDO LUGONES - RECONQUISTA,7,6514,6520,2373,IPEM 224-LEOPOLDO LUGONES,RECONQUISTA,VILLA DE MARIA,Córdoba,Argentina,"RECONQUISTA, VILLA DE MARIA, Córdoba, Argentina","-29,9074979","-63,7240215","Reconquista, Villa de María, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,239,ONCATIVO,ESC DE COM L LUGONES(IPEM 158) - ONCATIVO,7,6609,6615,2373,ESC DE COM L LUGONES(IPEM 158),ONCATIVO,ONCATIVO,Córdoba,Argentina,"ONCATIVO, ONCATIVO, Córdoba, Argentina","-31,9134351","-63,6815218","Oncativo, Cordoba, Argentina",Match,Google
21,SANTA MARIA,331,TOLEDO,ESC PROV JUAN B ALBERDI - TOLEDO,7,7952,7958,2373,ESC PROV JUAN B ALBERDI,TOLEDO,TOLEDO,Córdoba,Argentina,"TOLEDO, TOLEDO, Córdoba, Argentina","-31,5556585","-64,0064846","Toledo, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,237,LUQUE,IPEM N° 300 - LUQUE,7,6572,6578,2371,IPEM N° 300,LUQUE,LUQUE,Córdoba,Argentina,"LUQUE, LUQUE, Córdoba, Argentina","-31,6476686","-63,3444408","Luque, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,239,ONCATIVO,ESC EMILIO F OLMOS - ONCATIVO,7,6616,6622,2371,ESC EMILIO F OLMOS,ONCATIVO,ONCATIVO,Córdoba,Argentina,"ONCATIVO, ONCATIVO, Córdoba, Argentina","-31,9134351","-63,6815218","Oncativo, Cordoba, Argentina",Match,Google
5,GENERAL ROCA,63,JOVITA,ESC.PROV.D.F. SARMIENTO - JOVITA,7,4273,4279,2370,ESC.PROV.D.F. SARMIENTO,JOVITA,JOVITA,Córdoba,Argentina,"JOVITA, JOVITA, Córdoba, Argentina","-34,5195442","-63,9447548","Jovita, Cordoba, Argentina",Match,Google
21,SANTA MARIA,331,TOLEDO,IPEM 107 REINO DE ESPAÑA - TOLEDO,7,7959,7965,2369,IPEM 107 REINO DE ESPAÑA,TOLEDO,TOLEDO,Córdoba,Argentina,"TOLEDO, TOLEDO, Córdoba, Argentina","-31,5556585","-64,0064846","Toledo, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,342,LAS PERDICES,ESC CNEL DOMINGO GAY - SAN LUIS Y GENERAL PAZ S/N,7,8079,8085,2367,ESC CNEL DOMINGO GAY,SAN LUIS Y GENERAL PAZ S/N,LAS PERDICES,Córdoba,Argentina,"SAN LUIS Y GENERAL PAZ S/N, LAS PERDICES, Córdoba, Argentina","-32,6948299","-63,71146","San Luis & Gral Paz, Las Perdices, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7G,PANAMERICANO,"IPEM 199 ""JUAN EMILIO REMONDA"" - SOSA REVELLO Y 15 DE SEPTIEMBRE 590",7,890,896,2366,"IPEM 199 ""JUAN EMILIO REMONDA""",SOSA REVELLO Y 15 DE SEPTIEMBRE 590,Córdoba,Córdoba,Argentina,"SOSA REVELLO Y 15 DE SEPTIEMBRE 590, Córdoba, Córdoba, Argentina","-31,368171","-64,182919","15 de Septiembre & Sosa Revello, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10H,PARQUE CAPITAL,ESC MUNIC DR A DEL CASTILLO - UNO ESQ DOCE,7,1493,1499,2366,ESC MUNIC DR A DEL CASTILLO,UNO ESQ DOCE,Córdoba,Córdoba,Argentina,"UNO ESQ DOCE, Córdoba, Córdoba, Argentina","-34,660313","-58,6074839","Córdoba, Morón, Buenos Aires, Argentina",Partial Match,Google
1,CAPITAL,14I,SANTA CECILIA,ESC MAESTROS PUNTANOS - CINCO 25,7,3109,3115,2366,ESC MAESTROS PUNTANOS,CINCO 25,Córdoba,Córdoba,Argentina,"CINCO 25, Córdoba, Córdoba, Argentina","-31,415229","-64,1823273","25 de Mayo 25, X5019EHA Córdoba, Argentina",Partial Match,Google
14,RIO PRIMERO,211,MONTE CRISTO,ESCUELA MAESTRO DOMINGO NOGAL - AV SAN MARTIN,7,6396,6402,2366,ESCUELA MAESTRO DOMINGO NOGAL,AV SAN MARTIN,MONTE CRISTO,Córdoba,Argentina,"AV SAN MARTIN, MONTE CRISTO, Córdoba, Argentina","-31,3446751","-63,9428778","Gral. San Martin, 5125 Monte Cristo, Córdoba, Argentina",Match,Google
20,SAN JUSTO,282,BRINKMANN,COLEGIO MANUEL BELGRANO - AV SEEBER 317,7,7237,7243,2359,COLEGIO MANUEL BELGRANO,AV SEEBER 317,BRINKMANN,Córdoba,Argentina,"AV SEEBER 317, BRINKMANN, Córdoba, Argentina","-30,8682705","-62,0321599","Avenida Seeber, Brinkmann, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,280,BALNEARIA,ESC PABLO JULIO RODRIGUEZ - GENERAL LAVALLE 150,7,7225,7231,2355,ESC PABLO JULIO RODRIGUEZ,GENERAL LAVALLE 150,BALNEARIA,Córdoba,Argentina,"GENERAL LAVALLE 150, BALNEARIA, Córdoba, Argentina","-31,0074034","-62,6634304","Lavalle 150, X5141BFD Balnearia, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14J,URCA,ESC   REPUBLICA DE PANAMA - TRECE BIS,7,3125,3131,2352,ESC   REPUBLICA DE PANAMA,TRECE BIS,Córdoba,Córdoba,Argentina,"TRECE BIS, Córdoba, Córdoba, Argentina","-31,3438698","-64,2679869","Andrés Piñero, Argüello, 5147 Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,131,LEONES,IPEM N°256-LIB GRAL SAN MARTIN - LEONES,7,5046,5052,2352,IPEM N°256-LIB GRAL SAN MARTIN,LEONES,LEONES,Córdoba,Argentina,"LEONES, LEONES, Córdoba, Argentina","-32,705833","-62,108333","Leones, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,340,HERNANDO,ESC GOB J F JAVIER DIAZ - HERNANDO,7,8029,8035,2352,ESC GOB J F JAVIER DIAZ,HERNANDO,HERNANDO,Córdoba,Argentina,"HERNANDO, HERNANDO, Córdoba, Argentina","-32,4255251","-63,7319581","Hernando, Cordoba, Argentina",Match,Google
3,COLON,38,SALSIPUEDES,ESCUELA RECONQUISTA - CERRITO,7,3854,3860,2351,ESCUELA RECONQUISTA,CERRITO,SALSIPUEDES,Córdoba,Argentina,"CERRITO, SALSIPUEDES, Córdoba, Argentina","-31,1382294","-64,2898988","Cerrito, Córdoba, Argentina",Partial Match,Google
5,GENERAL ROCA,70,VILLA HUIDOBRO,ESC.PROV.M.BELGRANO - PASCO 327,7,4303,4309,2345,ESC.PROV.M.BELGRANO,PASCO 327,VILLA HUIDOBRO,Córdoba,Argentina,"PASCO 327, VILLA HUIDOBRO, Córdoba, Argentina","-34,843104","-64,5832184","Pasco, Villa Huidobro, Córdoba, Argentina",Partial Match,Google
24,TOTORAL,359,VILLA DEL TOTORAL,IPETYM N° 74 FRAY M ESQUIU - S/C S/N,7,8316,8322,2338,IPETYM N° 74 FRAY M ESQUIU,S/C S/N,VILLA DEL TOTORAL,Córdoba,Argentina,"S/C S/N, VILLA DEL TOTORAL, Córdoba, Argentina","-30,7060224","-64,0675592","Villa del Totoral, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9A,LA FRANCE,ESC MAHATMA GANDHI - TALAVERA DE MADRID 3261,7,1013,1019,2331,ESC MAHATMA GANDHI,TALAVERA DE MADRID 3261,Córdoba,Córdoba,Argentina,"TALAVERA DE MADRID 3261, Córdoba, Córdoba, Argentina","-31,3746531","-64,20793","Talavera de Madrid 3261, X5008HDC Córdoba, Argentina",Match,Google
18,SAN ALBERTO,261,BROCHERO,IPEM N° 344 - BROCHERO,7,6889,6895,2327,IPEM N° 344,BROCHERO,BROCHERO,Córdoba,Argentina,"BROCHERO, BROCHERO, Córdoba, Argentina","-31,4485247","-64,2483037","Plaza Cura Brochero, Córdoba, Argentina",Match,Google
18,SAN ALBERTO,261,BROCHERO,ESC JOSE GABRIEL BROCHERO - MARIANO MORENO 291,7,6896,6902,2324,ESC JOSE GABRIEL BROCHERO,MARIANO MORENO 291,BROCHERO,Córdoba,Argentina,"MARIANO MORENO 291, BROCHERO, Córdoba, Argentina",,,,No Match,Google
9,MARCOS JUAREZ,126,CRUZ ALTA,COLEGIO SANTA JUANA DE ARCO - CRUZ ALTA,7,4986,4992,2315,COLEGIO SANTA JUANA DE ARCO,CRUZ ALTA,CRUZ ALTA,Córdoba,Argentina,"CRUZ ALTA, CRUZ ALTA, Córdoba, Argentina","-33,0072364","-61,8094146","Cruz Alta, Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,118,UCACHA,ESC.MARTIN GUERRICO - UCACHA,7,4901,4907,2310,ESC.MARTIN GUERRICO,UCACHA,UCACHA,Córdoba,Argentina,"UCACHA, UCACHA, Córdoba, Argentina","-33,0174684","-63,4994376","Ucacha, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,126,CRUZ ALTA,IPEM N° 276 - CRUZ ALTA,7,4993,4999,2310,IPEM N° 276,CRUZ ALTA,CRUZ ALTA,Córdoba,Argentina,"CRUZ ALTA, CRUZ ALTA, Córdoba, Argentina","-33,0072364","-61,8094146","Cruz Alta, Córdoba, Argentina",Match,Google
20,SAN JUSTO,285,DEVOTO,ESC DOMINGO F SARMIENTO - DEVOTO,7,7280,7286,2310,ESC DOMINGO F SARMIENTO,DEVOTO,DEVOTO,Córdoba,Argentina,"DEVOTO, DEVOTO, Córdoba, Argentina","-31,4017252","-62,3049468","Rivadavia, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,337,ASCASUBI,ESC.M.G.PONCE - DUSSAN ALACEVICH 86,7,8010,8016,2309,ESC.M.G.PONCE,DUSSAN ALACEVICH 86,ASCASUBI,Córdoba,Argentina,"DUSSAN ALACEVICH 86, ASCASUBI, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13K,VILLA ESQUIU,DR JOSE RAMON IBAÑEZ - CAPDEVILLA KM 9 1/2,7,2860,2866,2307,DR JOSE RAMON IBAÑEZ,CAPDEVILLA KM 9 1/2,Córdoba,Córdoba,Argentina,"CAPDEVILLA KM 9 1/2, Córdoba, Córdoba, Argentina","-31,3803877","-64,1760676","Av. Dr. Arturo Capdevila 2, X5001DJN Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,275A,LOS CERRILLOS,ESC GENERAL BARTOLOME MITRE - AV JUAN PERON - S/N - AV JUAN PERON,7,7132,7138,2299,ESC GENERAL BARTOLOME MITRE,AV JUAN PERON,LOS CERRILLOS,Córdoba,Argentina,"AV JUAN PERON, LOS CERRILLOS, Córdoba, Argentina","-30,4141101","-64,3698934","Juan Domingo Peron, Córdoba, Argentina",Partial Match,Google
23,TERCERO ARRIBA,349,TANCACHA,ESC PROV JOSE M PAZ - BARTOLOME MITRE 451,7,8253,8259,2296,ESC PROV JOSE M PAZ,BARTOLOME MITRE 451,TANCACHA,Córdoba,Argentina,"BARTOLOME MITRE 451, TANCACHA, Córdoba, Argentina","-32,8165344","-63,0276574","Bartolomé Mitre, Argentina",Partial Match,Google
