X,Y,LATITUD,LONGITUD,XGK,YGK,NOMLOC_10,NOMMUNI_10,CODMUNI_10,PROV,DEPTO,NOM_DEPTO,CODLOC
4529918,6361970,32 53 00,62 40 49,6362083.0000000000,4529919.0000000000,JUSTINIANO POSSE,JUSTINIANO POSSE,1659,14,182,UNION,140
4510623,6286723,33 33 45,62 53 08,6286838.0000000000,4510623.0000000000,CANALS,CANALS,1624,14,182,UNION,080
4529174.0,6390255.5,32 37 43,62 41 21,6390368.0000000000,4529174.0000000000,BELL VILLE,BELL VILLE,1610,14,182,UNION,060
4408692.647844259627163,6642101.35559072997421,30 21 17,63 56 48,6642163.0000000000,4408986.0000000000,SAN JOSE DE LA DORMIDA,SAN JOSE DE LA DORMIDA,1561,14,175,TULUMBA,080
4392113.892832989804447,6637410.302307940088212,30 23 51,64 07 23,6637254.0000000000,4392060.0000000000,VILLA TULUMBA,VILLA TULUMBA,1582,14,175,TULUMBA,110
4352333.963122599758208,6707116.481259239837527,29 45 58,64 31 39,6706786.0000000000,4352273.0000000000,EL TUSCAL,LUCIO VICTORIO MANSILLA,1554,14,175,TULUMBA,040
4334921.759802940301597,6702240.598265159875154,29 48 23,64 42 24,6702095.0000000000,4335011.0000000000,LUCIO V MANSILLA,LUCIO VICTORIO MANSILLA,1554,14,175,TULUMBA,060
4343271.830677329562604,6679735.146645080298185,30 00 33,64 37 30,6679733.0000000000,4343201.0000000000,SAN JOSE DE LAS SALINAS,SAN JOSE DE LAS SALINAS,1568,14,175,TULUMBA,090
4410742.2605154896155,6662668.344137280248106,30 10 05,63 55 47,6662846.0000000000,4410457.0000000000,CHURQUI CA�ADA,CHURQUI CA�ADA,3204,14,175,TULUMBA,020
4416692.10393622983247,6662015.818238579668105,30 10 34,63 52 05,6662015.0000000000,4416400.0000000000,EL RODEO,EL RODEO,3211,14,175,TULUMBA,030
4454484.911072690039873,6633956.640322719700634,30 25 53,63 28 26,6633924.0000000000,4454485.0000000000,ROSARIO DEL SALADILLO,ROSARIO DEL SALADILLO,3218,14,175,TULUMBA,070
4388726.224298539571464,6671280.044686280190945,30 05 20,64 09 21,6671450.0000000000,4388562.0000000000,SAN PEDRO NORTE,SAN PEDRO NORTE,1575,14,175,TULUMBA,100
4442805.979946020059288,6639695.239433689974248,30 22 53,63 35 48,6639434.0000000000,4442651.0000000000,LAS ARRIAS,LAS ARRIAS,1547,14,175,TULUMBA,050
4381927.548835679888725,6584435.800449050031602,30 52 21,64 13 46,6584480.0000000000,4382410.0000000000,SANTA CATALINA,LA PAMPA,3183,14,168,TOTORAL,080
4393649.62689065001905,6595363.560348560102284,30 46 27,64 06 32,6595500.0000000000,4393835.0000000000,SARMIENTO,SARMIENTO,1526,14,168,TOTORAL,090
4430597.284489969722927,6599868.804905979894102,30 44 14,63 43 25,6599916.0000000000,4430698.0000000000,CA�ADA DE LUQUE,CA�ADA DE LUQUE,1512,14,168,TOTORAL,020
4423374.426951269619167,6588591.100686769932508,30 50 21,63 48 03,6588541.0000000000,4423387.0000000000,CANDELARIA SUR,CANDELARIA SUD,3169,14,168,TOTORAL,010
4378396.662930480204523,6576561.596190419979393,30 56 36,64 16 36,6576587.0000000000,4378008.0000000000,LA PAMPA,LA PAMPA,3183,14,168,TOTORAL,040
4396296.62838767003268,6576675.788775750435889,30 56 35,64 05 42,6576787.0000000000,4395359.0000000000,SINSACATE,SINSACATE,1533,14,168,TOTORAL,110
4397705.719686199910939,6603239.513936780393124,30 42 14,64 04 06,6603338.0000000000,4397656.0000000000,VILLA DEL TOTORAL,VILLA DEL TOTORAL,1540,14,168,TOTORAL,120
4437448.619001570157707,6618106.11682218965143,30 34 23,63 39 06,6618154.0000000000,4437479.0000000000,CAPILLA DE SITON,CAPILLA DE SITON,3176,14,168,TOTORAL,030
4405413,6628650,30 28 31,63 59 06,6628754.0000000000,4405411.0000000000,SIMBOLAR,SIMBOLAR,3197,14,168,TOTORAL,100
4414985,6612018,30 37 34,63 53 12,6612123.0000000000,4414984.0000000000,LOS MISTOLES,LOS MISTOLES,3109,14,168,TOTORAL,070
4404097.030762540176511,6619034.733806409873068,30 33 42,64 00 07,6619151.0000000000,4403869.0000000000,LAS PE�AS,LAS PE�AS,1519,14,168,TOTORAL,060
4480977.86180801037699,6455115.76750591956079,32 02 45,63 12 06,6455002.0000000000,4480941.0000000000,LOS ZORROS,LOS ZORROS,1470,14,161,TERCERO ARRIBA,100
4418367.739941970445216,6456035.47628351021558,32 02 00,63 51 46,6456090.0000000000,4418492.0000000000,COLONIA ALMADA,COLONIA ALMADA,1428,14,161,TERCERO ARRIBA,020
4439387.464823889546096,6433231.075980099849403,32 14 30,63 38 32,6433133.0000000000,4439477.0000000000,PAMPAYASTA NORTE,PAMPAYASTA NORTE,3155,14,161,TERCERO ARRIBA,120
4418230.500589409843087,6424045.535494259558618,32 19 24,63 52 14,6423916.0000000000,4418039.0000000000,GENERAL FOTHERINGHAM,GENERAL FOTHERINGHAM,3141,14,161,TERCERO ARRIBA,050
4423928.0,6395901.5,32 34 32,63 48 37,6396014.0000000000,4423926.0000000000,PUNTA DEL AGUA,PUNTA DEL AGUA,3162,14,161,TERCERO ARRIBA,140
4412584.460196319967508,6403159.800708490423858,32 30 36,63 55 44,6403168.0000000000,4412702.0000000000,LAS ISLETILLAS,LAS ISLETILLAS,3148,14,161,TERCERO ARRIBA,080
4456064.641852989792824,6442078.09030217025429,32 09 41,63 27 55,6442131.0000000000,4456119.0000000000,JAMES CRAIK,JAMES CRAIK,1456,14,161,TERCERO ARRIBA,070
4387284.5,6456579.5,32 01 31,64 11 35,6456690.0000000000,4387282.0000000000,CORRALITO,CORRALITO,1435,14,161,TERCERO ARRIBA,030
4439041.627586609683931,6431944.075241699814796,32 15 03,63 39 04,6432121.0000000000,4438651.0000000000,PAMPAYASTA SUR,PAMPAYASTA SUR,1484,14,161,TERCERO ARRIBA,130
4445408.638016830198467,6392176.959880059584975,32 36 39,63 34 48,6392224.0000000000,4445571.0000000000,DALMACIO VELEZ,DALMACIO VELEZ,1442,14,161,TERCERO ARRIBA,040
4416133.583106080070138,6441624.639680559746921,32 09 52,63 53 33,6441539.0000000000,4415809.0000000000,VILLA ASCASUBI,VILLA ASCASUBI,1505,14,161,TERCERO ARRIBA,170
4433784.441931679844856,6382385.721409039571881,32 41 53,63 42 30,6382467.0000000000,4433581.0000000000,LAS PERDICES,LAS PERDICES,1463,14,161,TERCERO ARRIBA,090
4407681.817986619658768,6432999.529253860004246,32 14 25,63 58 48,6433055.0000000000,4407642.0000000000,TANCACHA,TANCACHA,1498,14,161,TERCERO ARRIBA,160
4381657.581269499845803,6438167.890341060236096,32 11 36,64 15 16,6437971.0000000000,4381715.0000000000,ALMAFUERTE,ALMAFUERTE,1421,14,161,TERCERO ARRIBA,010
4431165.563412889838219,6412687.579306219704449,32 25 39,63 43 59,6412459.0000000000,4431058.0000000000,HERNANDO,HERNANDO,1449,14,161,TERCERO ARRIBA,060
4446259.629093100316823,6455662.270817250013351,32 02 29,63 34 01,6455390.0000000000,4446221.0000000000,OLIVA,OLIVA,1477,14,161,TERCERO ARRIBA,110
4393744.698843370191753,6440696.476893450133502,32 10 23,64 06 47,6440375.0000000000,4395019.0000000000,RIO TERCERO,RIO TERCERO,1491,14,161,TERCERO ARRIBA,150
4393126.463773139752448,6728140.280020429752767,29 34 51,64 06 09,6727817.0000000000,4393168.0000000000,POZO NUEVO,POZO NUEVO,3134,14,154,SOBREMONTE,040
4392483.678953370079398,6688486.511452480219305,29 54 50,64 07 48,6690867.0000000000,4390874.0000000000,CHU�A HUASI,CHU�A HUASI,3127,14,154,SOBREMONTE,030
4398680.659566420130432,6673905.484542259946465,30 04 12,64 03 16,6673624.0000000000,4398319.0000000000,CAMINIAGA,CAMINIAGA,3120,14,154,SOBREMONTE,010
4408796.084066330455244,6705026.191957069560885,29 47 18,63 56 35,6704951.0000000000,4408812.0000000000,SAN FRANCISCO DEL CHA�AR,SAN FRANCISCO DEL CHA�AR,1414,14,154,SOBREMONTE,050
4366581.605148009955883,6519517.835613209754229,,,6519343.0000000000,4364867.0000000000,MILENICA,MALAGUE�O,1393,14,147,SANTA MARIA,217
4359447.846056830137968,6498461.529860460199416,31 39 28,64 25 44,6497184.0000000000,4364480.0000000000,EL POTRERILLO,ALTA GRACIA,1372,14,147,SANTA MARIA,095
4372507.096861659549177,6505194.122694360092282,31 35 22,64 21 13,6504857.0000000000,4371513.0000000000,CAMPOS DEL VIRREY,VILLA PARQUE SANTA ANA,3106,14,147,SANTA MARIA,055
4366375.229242679663002,6518806.85849685035646,31 27 29,64 25 18,6519343.0000000000,4364867.0000000000,CAUSANA,MALAGUE�O,1393,14,147,SANTA MARIA,065
4361879.8043766701594,6521621.995224080048501,31 26 07,64 26 57,6521836.0000000000,4362220.0000000000,SAN NICOLAS - TIERRA ALTA,MALAGUE�O,1393,14,147,SANTA MARIA,260
4363719.66916180960834,6488614.747489529661834,31 44 09,64 26 20,6488490.0000000000,4363636.0000000000,VILLA LOS AROMOS,VILLA LOS AROMOS,3099,14,147,SANTA MARIA,340
4362019.83129796013236,6488558.585965289734304,31 43 59,64 27 23,6488782.0000000000,4361975.0000000000,LA SERRANITA,LA SERRANITA,3036,14,147,SANTA MARIA,180
4361717.642883629538119,6486391.002079769968987,31 45 27,64 26 55,6486093.0000000000,4362743.0000000000,LA RANCHERITA Y LAS CASCADAS,LA RANCHERITA,3029,14,147,SANTA MARIA,170
4356779.0,6481796.5,31 47 40,64 30 44,6481906.0000000000,4356776.0000000000,VILLA CIUDAD DE AMERICA,VILLA CIUDAD DE AMERICA,3078,14,147,SANTA MARIA,310
4353743.538511909544468,6482627.814536140300333,31 46 57,64 32 33,6483204.0000000000,4353902.0000000000,POTRERO DE GARAY,POTRERO DE GARAY,3050,14,147,SANTA MARIA,230
4372145.796680189669132,6504545.656007709912956,31 35 22,64 21 13,6504857.0000000000,4371513.0000000000,VILLA PARQUE SANTA ANA,VILLA PARQUE SANTA ANA,3106,14,147,SANTA MARIA,350
4365117.373629489913583,6519163.799519370310009,31 27 29,64 25 18,6519343.0000000000,4364867.0000000000,VILLA SIERRAS DE ORO,MALAGUE�O,1393,14,147,SANTA MARIA,370
4378286.723920430056751,6511900.041910939849913,31 31 34,64 17 05,6511929.0000000000,4377975.0000000000,LOS CEDROS,LOS CEDROS,3043,14,147,SANTA MARIA,190
4374849.692989979870617,6521453.425237899646163,31 27 43,64 24 49,6518919.0000000000,4365640.0000000000,BARRIO GILBERT (1� DE MAYO) - TEJAS TRES,MALAGUE�O,1393,14,147,SANTA MARIA,030
4371851.224311009980738,6521167.796353179961443,31 26 33,64 20 55,6521137.0000000000,4371807.0000000000,LA PERLA,MALAGUE�O,1393,14,147,SANTA MARIA,160
4369776.999308220110834,6520822.740273660048842,31 26 49,64 21 58,6520617.0000000000,4370141.0000000000,YOCSINA,MALAGUE�O,1393,14,147,SANTA MARIA,380
4371141.29160891007632,6518859.35286405030638,31 27 53,64 21 30,6518658.0000000000,4370893.0000000000,MALAGUE�O,MALAGUE�O,1393,14,147,SANTA MARIA,210
4367838.732927369885147,6489519.580771749839187,31 43 29,64 24 06,6489792.0000000000,4367149.0000000000,COSTA AZUL,ANISACATE,2987,14,147,SANTA MARIA,070
4365568.851666109636426,6488697.262708759866655,31 43 53,64 24 47,6489020.0000000000,4366091.0000000000,VALLE DE ANISACATE,VALLE DE ANISACATE,3071,14,147,SANTA MARIA,300
4364606.025513700209558,6489317.460642550140619,31 43 44,64 25 57,6489294.0000000000,4364243.0000000000,VILLA LA BOLSA,VILLA LA BOLSA,3092,14,147,SANTA MARIA,330
4359718.894975010305643,6490113.855617039836943,31 43 01,64 28 40,6490275.0000000000,4359917.0000000000,LA PAISANITA,LA PAISANITA,3022,14,147,SANTA MARIA,150
4366183.217232069931924,6490224.153325329534709,31 43 23,64 24 52,6489943.0000000000,4365935.0000000000,ANISACATE,ANISACATE,2987,14,147,SANTA MARIA,020
4363974.79664225038141,6476933.414517490193248,31 50 15,64 26 01,6477245.0000000000,4364286.0000000000,BOCA DEL RIO,VILLA SAN ISIDRO,3113,14,147,SANTA MARIA,120
4397559.268144969828427,6511758.979120570234954,31 31 43,64 04 17,6511890.0000000000,4398257.0000000000,LA CARBONADA,TOLEDO,1407,14,147,SANTA MARIA,130
4391390.434025609865785,6511552.995672360062599,31 31 48,64 08 45,6511649.0000000000,4391180.0000000000,SOCAVONES,,,14,147,SANTA MARIA,270
4386555.334966819733381,6508532.34848618041724,31 33 28,64 11 40,6508541.0000000000,4386589.0000000000,BOUWER,BOUWER,2994,14,147,SANTA MARIA,050
4380619.380371839739382,6498593.120330969803035,31 38 48,64 15 40,6498608.0000000000,4380373.0000000000,RAFAEL GARCIA,RAFAEL GARCIA,3057,14,147,SANTA MARIA,240
4382927.780486430041492,6469167.164724649861455,31 54 42,64 14 24,6469247.0000000000,4382713.0000000000,MONTE RALO,MONTE RALO,1400,14,147,SANTA MARIA,220
4366055.551357889547944,6481055.339776249602437,31 48 20,64 25 17,6480788.0000000000,4365410.0000000000,JOSE DE LA QUINTANA,VILLA SAN ISIDRO,3113,14,147,SANTA MARIA,115
4368865.044850240461528,6478667.600917370058596,31 48 45,64 24 01,6480032.0000000000,4367184.0000000000,VILLA SAN ISIDRO,VILLA SAN ISIDRO,3113,14,147,SANTA MARIA,360
4370631.128698719665408,6487569.419576209969819,31 45 07,64 21 46,6486821.0000000000,4370877.0000000000,DIQUE CHICO,DIQUE CHICO,3001,14,147,SANTA MARIA,090
4363391.114921810105443,6502214.916947119869292,31 36 08,64 26 59,6503296.0000000000,4362416.0000000000,VALLE ALEGRE,VILLA DEL PRADO,3085,14,147,SANTA MARIA,290
4361169.737883790396154,6505022.810027769766748,31 35 08,64 27 18,6505160.0000000000,4361902.0000000000,FALDA DEL CARMEN,FALDA DEL CARMEN,3008,14,147,SANTA MARIA,110
4361766.678578229621053,6509839.11617899965495,31 32 04,64 27 21,6510808.0000000000,4361725.0000000000,FALDA DEL CA�ETE,MALAGUE�O,1393,14,147,SANTA MARIA,100
4345976.705702959559858,6490499.936169859953225,31 42 60,64 37 36,6490381.0000000000,4345818.0000000000,SAN CLEMENTE,SAN CLEMENTE,3064,14,147,SANTA MARIA,250
4368340.307137769646943,6501582.479297430254519,31 37 05,64 23 33,6501635.0000000000,4367871.0000000000,VILLA DEL PRADO,VILLA DEL PRADO,3085,14,147,SANTA MARIA,320
4396968.385311259888113,6498620.857640320435166,31 38 54,64 05 24,6498578.0000000000,4396611.0000000000,LOZADA,LOZADA,1386,14,147,SANTA MARIA,200
4404289.5,6508785.5,31 33 22,64 00 29,6508894.0000000000,4404287.0000000000,TOLEDO,TOLEDO,1407,14,147,SANTA MARIA,280
4377609.580222399905324,6479886.861442790366709,31 49 01,64 17 20,6479676.0000000000,4377954.0000000000,DESPE�ADEROS,DESPE�ADEROS,1379,14,147,SANTA MARIA,080
4364483.5,6497075.0,31 39 28,64 25 44,6497184.0000000000,4364480.0000000000,ALTA GRACIA,ALTA GRACIA,1372,14,147,SANTA MARIA,010
4389908.595024850219488,6511559.790954239666462,31 31 45,64 10 08,6511718.0000000000,4388986.0000000000,CASEROS CENTRO,BOUWER,2994,14,147,SANTA MARIA,060
4526640.060319050215185,6474071.807656190358102,31 52 23,62 43 08,6474148.0000000000,4526608.0000000000,LAS VARILLAS,LAS VARILLAS,1288,14,140,SAN JUSTO,270
4584762.770942100323737,6547598.0877187801525,,,6552377.0000000000,4586033.0000000000,COLONIA ITURRASPE,COLONIA ITURRASPE,2938,14,140,SAN JUSTO,215
4507058.184407499618828,6543742.948527299799025,31 14 43,62 55 32,6543781.0000000000,4507081.0000000000,COLONIA LAS PICHANAS,COLONIA LAS PICHANAS,2945,14,140,SAN JUSTO,080
4501321.041315729729831,6558834.703831099905074,31 06 33,62 59 16,6558902.0000000000,4501178.0000000000,TORO PUJIO,TORO PUJIO,2973,14,140,SAN JUSTO,390
4494169.710353929549456,6544154.538063409738243,31 14 07,63 03 36,6544908.0000000000,4494293.0000000000,LA TORDILLA,LA TORDILLA,1274,14,140,SAN JUSTO,250
4516633.5,6571479.0,30 59 40,62 49 33,6571585.0000000000,4516634.0000000000,MARULL,MARULL,1295,14,140,SAN JUSTO,280
4481558.5,6521262.0,31 26 51,63 11 38,6521370.0000000000,4481558.0000000000,VILLA DEL TRANSITO,TRANSITO,1358,14,140,SAN JUSTO,430
4481422.0,6523733.5,31 25 30,63 11 43,6523842.0000000000,4481421.0000000000,TRANSITO,TRANSITO,1358,14,140,SAN JUSTO,400
4495213,6524383,31 25 01,63 03 01,6524491.0000000000,4495213.0000000000,ARROYITO,ARROYITO,1176,14,140,SAN JUSTO,030
4573040.323124909773469,6557434.327310370281339,31 08 38,62 12 49,6554775.0000000000,4574994.0000000000,COLONIA ANITA,COLONIA ANITA,2931,14,140,SAN JUSTO,060
4502533.0,6526097.5,31 24 14,62 58 24,6526205.0000000000,4502533.0000000000,EL FUERTECITO,ARROYITO,1176,14,140,SAN JUSTO,190
4603645.750653590075672,6594575.550824980251491,30 47 00,61 55 03,6594482.0000000000,4603613.0000000000,COLONIA SAN PEDRO,COLONIA SAN PEDRO,2952,14,140,SAN JUSTO,120
4585099.558166120201349,6623132.429440679959953,30 31 39,62 06 51,6623055.0000000000,4585012.0000000000,COLONIA 10 DE JULIO,,,14,140,SAN JUSTO,070
4572978.894249170087278,6564847.152474160306156,31 03 11,62 14 08,6564869.0000000000,4572980.0000000000,COLONIA VALTELINA,COLONIA VALTELINA,2959,14,140,SAN JUSTO,140
4509808.446724380366504,6500672.820036520250142,31 38 00,62 53 48,6500742.0000000000,4509793.0000000000,VILLA SAN ESTEBAN,VILLA SAN ESTEBAN,2980,14,140,SAN JUSTO,440
4560112.5,6500802.0,31 37 50,62 21 59,6500911.0000000000,4560114.0000000000,COLONIA PROSPERIDAD,COLONIA PROSPERIDAD,1204,14,140,SAN JUSTO,100
4554290,6503576,31 36 21,62 25 40,6503685.0000000000,4554291.0000000000,COLONIA SANTA MARIA,COLONIA PROSPERIDAD,1204,14,140,SAN JUSTO,130
4573518.0,6509686.5,31 32 59,62 13 33,6509795.0000000000,4573520.0000000000,QUEBRACHO HERRADO,QUEBRACHO HERRADO,1323,14,140,SAN JUSTO,340
4585806.5,6529530.5,31 22 11,62 05 53,6529638.0000000000,4585809.0000000000,PLAZA SAN FRANCISCO,SAN FRANCISCO,1337,14,140,SAN JUSTO,320
4582561.753536210395396,6536798.26949134003371,31 18 17,62 07 60,6536879.0000000000,4582510.0000000000,ESTACION LUXARDO,PLAZA LUXARDO,2966,14,140,SAN JUSTO,210
4573418.626493910327554,6537256.82900794968009,31 18 06,62 13 45,6537279.0000000000,4573386.0000000000,PLAZA LUXARDO,PLAZA LUXARDO,2966,14,140,SAN JUSTO,310
4598064.254577349871397,6578892.968035450205207,30 55 26,61 58 25,6578969.0000000000,4598093.0000000000,SEEBER,SEEBER,1351,14,140,SAN JUSTO,380
4516298.110709150321782,6528346.267451300285757,31 23 04,62 49 43,6528342.0000000000,4516315.0000000000,EL TIO,EL TIO,1246,14,140,SAN JUSTO,200
4599839.523391909897327,6588032.825090779922903,30 50 30,61 57 21,6588084.0000000000,4599889.0000000000,COLONIA VIGNAUD,COLONIA VIGNAUD,1218,14,140,SAN JUSTO,150
4575039.987063320353627,6580997.488103450275958,30 54 25,62 12 56,6581033.0000000000,4575003.0000000000,LA PAQUITA,LA PAQUITA,1267,14,140,SAN JUSTO,240
4526238.263050329871476,6512416.960075629875064,31 31 42,62 43 28,6512382.0000000000,4526166.0000000000,COLONIA SAN BARTOLOME,COLONIA SAN BARTOLOME,1211,14,140,SAN JUSTO,110
4560621.51714835036546,6543186.685168590396643,31 14 55,62 21 50,6543265.0000000000,4560587.0000000000,COLONIA MARINA,COLONIA MARINA,1197,14,140,SAN JUSTO,090
4536390.272376419976354,6481921.452853959985077,31 48 05,62 37 02,6482083.0000000000,4536259.0000000000,LAS VARAS,LAS VARAS,1281,14,140,SAN JUSTO,260
4566097.795371820218861,6463307.627253459766507,31 58 02,62 18 09,6463533.0000000000,4565921.0000000000,EL FORTIN,EL FORTIN,1239,14,140,SAN JUSTO,180
4510055.853945909999311,6488770.180051649920642,31 44 28,62 53 36,6488802.0000000000,4510107.0000000000,EL ARA�ADO,EL ARA�ADO,1232,14,140,SAN JUSTO,170
4563262.5,6575536.0,30 57 23,62 20 16,6575643.0000000000,4563264.0000000000,ALTOS DE CHIPION,ALTOS DE CHIPION,1169,14,140,SAN JUSTO,020
4517658.218284769915044,6535346.465869209729135,31 19 21,62 48 52,6535224.0000000000,4517658.0000000000,VILLA CONCEPCION DEL TIO,VILLA CONCEPCION DEL TIO,1365,14,140,SAN JUSTO,420
4531074.0,6580317.5,30 54 52,62 40 30,6580423.0000000000,4531075.0000000000,MIRAMAR,MIRAMAR,1302,14,140,SAN JUSTO,290
4548995.641125289723277,6492902.233257349580526,31 42 11,62 29 02,6492937.0000000000,4548913.0000000000,SATURNINO MARIA LASPIUR,SATURNINO MARIA LASPIUR,1344,14,140,SAN JUSTO,370
4550511.5,6466670.5,31 56 19,62 27 57,6466781.0000000000,4550513.0000000000,ALICIA,ALICIA,1162,14,140,SAN JUSTO,010
4495702.0,6497337.5,31 39 48,63 02 43,6497447.0000000000,4495702.0000000000,SACANTA,SACANTA,1330,14,140,SAN JUSTO,350
4534941.46302231028676,6525814.514451529830694,31 24 23,62 38 04,6525870.0000000000,4534772.0000000000,LA FRANCIA,LA FRANCIA,1260,14,140,SAN JUSTO,230
4589443.0,6568964.5,31 00 50,62 03 48,6569071.0000000000,4589445.0000000000,PORTE�A,PORTE�A,1316,14,140,SAN JUSTO,330
4531829.185907299630344,6569742.80391900986433,31 00 39,62 40 02,6569757.0000000000,4531790.0000000000,BALNEARIA,BALNEARIA,1183,14,140,SAN JUSTO,040
4565985.0,6525884.5,31 24 14,62 18 22,6525993.0000000000,4565987.0000000000,DEVOTO,DEVOTO,1225,14,140,SAN JUSTO,160
4586034.639169819653034,6552305.88433825969696,31 09 53,62 05 51,6552377.0000000000,4586033.0000000000,FREYRE,FREYRE,1253,14,140,SAN JUSTO,220
4592227.5,6585285.5,30 51 60,62 02 08,6585391.0000000000,4592230.0000000000,BRINKMANN,BRINKMANN,1190,14,140,SAN JUSTO,050
4595366,6602536,30 42 39,62 00 16,6602642.0000000000,4595368.0000000000,MORTEROS,MORTEROS,1309,14,140,SAN JUSTO,300
4586838.5,6523112.0,31 25 39,62 05 12,6523220.0000000000,4586841.0000000000,SAN FRANCISCO,SAN FRANCISCO,1337,14,140,SAN JUSTO,360
4308607.496791100129485,6425624.871974959969521,32 17 55,65 02 18,6425189.0000000000,4308011.0000000000,LA RAMADA,LA PAZ,1127,14,133,SAN JAVIER,080
4308611.776326909661293,6429793.276068240404129,32 15 00,65 01 57,6430563.0000000000,4308444.0000000000,QUEBRACHO LADEADO,LA PAZ,1127,14,133,SAN JAVIER,155
4308280.554845489561558,6431479.618283489719033,32 14 24,65 02 11,6431688.0000000000,4308064.0000000000,LAS CHACRAS,LA PAZ,1127,14,133,SAN JAVIER,095
4311614.374869359657168,6471085.666946589946747,31 53 11,64 59 26,6470996.0000000000,4311648.0000000000,EL PANTANILLO,LOS HORNILLOS,2917,14,133,SAN JAVIER,050
4311857.233725369907916,6469275.495905079878867,31 54 06,64 59 24,6469281.0000000000,4311733.0000000000,LOS HORNILLOS,LOS HORNILLOS,2917,14,133,SAN JAVIER,120
